stem,year,cls,w_pct,h_pct,area_pct,n_milco,n_nombo,background
0217_2010,2010,,,,,0,0,1
0217_2018,2018,,,,,0,0,1
0218_2010,2010,,,,,0,0,1
0218_2018,2018,,,,,0,0,1
0219_2010,2010,,,,,0,0,1
0219_2018,2018,,,,,0,0,1
0220_2010,2010,,,,,0,0,1
0220_2018,2018,,,,,0,0,1
0221_2010,2010,,,,,0,0,1
0221_2018,2018,,,,,0,0,1
0222_2010,2010,,,,,0,0,1
0222_2018,2018,,,,,0,0,1
0223_2010,2010,,,,,0,0,1
0223_2018,2018,,,,,0,0,1
0224_2010,2010,,,,,0,0,1
0224_2018,2018,,,,,0,0,1
0225_2010,2010,,,,,0,0,1
0225_2018,2018,,,,,0,0,1
0226_2010,2010,,,,,0,0,1
0226_2018,2018,,,,,0,0,1
0227_2010,2010,,,,,0,0,1
0227_2018,2018,,,,,0,0,1
0228_2010,2010,,,,,0,0,1
0228_2018,2018,,,,,0,0,1
0229_2010,2010,,,,,0,0,1
0229_2018,2018,,,,,0,0,1
0230_2010,2010,,,,,0,0,1
0230_2018,2018,,,,,0,0,1
0231_2010,2010,,,,,0,0,1
0231_2018,2018,,,,,0,0,1
0232_2010,2010,,,,,0,0,1
0232_2018,2018,,,,,0,0,1
0233_2010,2010,,,,,0,0,1
0233_2018,2018,,,,,0,0,1
0234_2010,2010,,,,,0,0,1
0234_2018,2018,,,,,0,0,1
0235_2010,2010,,,,,0,0,1
0235_2018,2018,,,,,0,0,1
0236_2010,2010,,,,,0,0,1
0236_2018,2018,,,,,0,0,1
0237_2010,2010,,,,,0,0,1
0237_2018,2018,,,,,0,0,1
0238_2010,2010,,,,,0,0,1
0238_2018,2018,,,,,0,0,1
0239_2010,2010,,,,,0,0,1
0239_2018,2018,,,,,0,0,1
0240_2010,2010,,,,,0,0,1
0240_2018,2018,,,,,0,0,1
0241_2010,2010,,,,,0,0,1
0241_2018,2018,,,,,0,0,1
0242_2010,2010,,,,,0,0,1
0242_2018,2018,,,,,0,0,1
0243_2010,2010,,,,,0,0,1
0243_2018,2018,,,,,0,0,1
0244_2010,2010,,,,,0,0,1
0244_2018,2018,,,,,0,0,1
0245_2010,2010,,,,,0,0,1
0245_2018,2018,,,,,0,0,1
0246_2010,2010,,,,,0,0,1
0246_2018,2018,,,,,0,0,1
0247_2010,2010,,,,,0,0,1
0247_2018,2018,,,,,0,0,1
0248_2010,2010,,,,,0,0,1
0248_2018,2018,,,,,0,0,1
0249_2010,2010,,,,,0,0,1
0249_2018,2018,,,,,0,0,1
0250_2010,2010,,,,,0,0,1
0250_2018,2018,,,,,0,0,1
0251_2010,2010,,,,,0,0,1
0251_2018,2018,,,,,0,0,1
0252_2010,2010,,,,,0,0,1
0252_2018,2018,,,,,0,0,1
0253_2010,2010,,,,,0,0,1
0253_2018,2018,,,,,0,0,1
0254_2010,2010,,,,,0,0,1
0254_2018,2018,,,,,0,0,1
0255_2010,2010,,,,,0,0,1
0255_2018,2018,,,,,0,0,1
0256_2010,2010,MILCO,6.9712,2.7644,0.19271,2,0,0
0256_2010,2010,MILCO,7.9327,3.3654,0.26697,2,0,0
0256_2018,2018,,,,,0,0,1
0257_2010,2010,MILCO,6.9336,2.7344,0.18959,2,0,0
0257_2010,2010,MILCO,7.9102,3.3203,0.26264,2,0,0
0257_2018,2018,,,,,0,0,1
0258_2010,2010,,,,,0,0,1
0258_2018,2018,,,,,0,0,1
0259_2010,2010,,,,,0,0,1
0259_2018,2018,,,,,0,0,1
0260_2010,2010,,,,,0,0,1
0260_2018,2018,,,,,0,0,1
0261_2010,2010,,,,,0,0,1
0261_2018,2018,,,,,0,0,1
0262_2010,2010,,,,,0,0,1
0262_2018,2018,,,,,0,0,1
0263_2010,2010,,,,,0,0,1
0263_2018,2018,,,,,0,0,1
0264_2010,2010,,,,,0,0,1
0264_2018,2018,,,,,0,0,1
0265_2010,2010,,,,,0,0,1
0265_2018,2018,,,,,0,0,1
0266_2010,2010,,,,,0,0,1
0266_2018,2018,,,,,0,0,1
0267_2010,2010,,,,,0,0,1
0267_2018,2018,,,,,0,0,1
0268_2010,2010,,,,,0,0,1
0268_2018,2018,NOMBO,2.7344,1.3672,0.03738,0,1,0
0269_2010,2010,,,,,0,0,1
0269_2018,2018,NOMBO,2.7644,1.3221,0.03655,0,1,0
0270_2010,2010,,,,,0,0,1
0270_2018,2018,MILCO,2.7344,1.3672,0.03738,1,0,0
0271_2010,2010,,,,,0,0,1
0271_2018,2018,,,,,0,0,1
0272_2010,2010,,,,,0,0,1
0272_2018,2018,,,,,0,0,1
0273_2010,2010,,,,,0,0,1
0273_2018,2018,,,,,0,0,1
0274_2010,2010,,,,,0,0,1
0274_2018,2018,,,,,0,0,1
0275_2010,2010,,,,,0,0,1
0275_2018,2018,MILCO,5.7692,3.2452,0.18722,1,0,0
0276_2010,2010,,,,,0,0,1
0276_2018,2018,MILCO,5.7617,3.2227,0.18568,1,0,0
0277_2010,2010,,,,,0,0,1
0277_2018,2018,,,,,0,0,1
0278_2010,2010,,,,,0,0,1
0278_2018,2018,,,,,0,0,1
0279_2010,2010,,,,,0,0,1
0279_2018,2018,,,,,0,0,1
0280_2010,2010,,,,,0,0,1
0280_2018,2018,,,,,0,0,1
0281_2010,2010,,,,,0,0,1
0281_2018,2018,,,,,0,0,1
0282_2010,2010,,,,,0,0,1
0282_2018,2018,MILCO,2.6367,3.125,0.0824,1,0,0
0283_2010,2010,,,,,0,0,1
0283_2018,2018,,,,,0,0,1
0284_2010,2010,MILCO,8.9844,3.0273,0.27199,1,0,0
0284_2018,2018,,,,,0,0,1
0285_2010,2010,,,,,0,0,1
0285_2018,2018,NOMBO,10.4492,11.2305,1.1735,0,1,0
0286_2010,2010,,,,,0,0,1
0286_2018,2018,NOMBO,10.4567,11.1779,1.16884,0,1,0
0287_2010,2010,,,,,0,0,1
0287_2018,2018,,,,,0,0,1
0288_2010,2010,,,,,0,0,1
0288_2018,2018,,,,,0,0,1
0289_2010,2010,,,,,0,0,1
0289_2018,2018,,,,,0,0,1
0290_2010,2010,,,,,0,0,1
0290_2018,2018,,,,,0,0,1
0291_2010,2010,,,,,0,0,1
0291_2018,2018,,,,,0,0,1
0292_2010,2010,,,,,0,0,1
0292_2018,2018,,,,,0,0,1
0293_2010,2010,,,,,0,0,1
0293_2018,2018,,,,,0,0,1
0294_2010,2010,,,,,0,0,1
0294_2018,2018,,,,,0,0,1
0295_2010,2010,,,,,0,0,1
0295_2018,2018,,,,,0,0,1
0296_2010,2010,,,,,0,0,1
0296_2018,2018,,,,,0,0,1
0297_2010,2010,,,,,0,0,1
0297_2018,2018,,,,,0,0,1
0298_2010,2010,,,,,0,0,1
0298_2018,2018,,,,,0,0,1
0299_2010,2010,MILCO,9.375,3.4856,0.32677,1,0,0
0299_2018,2018,,,,,0,0,1
0300_2010,2010,MILCO,9.375,3.5156,0.32959,1,0,0
0300_2018,2018,,,,,0,0,1
0301_2010,2010,,,,,0,0,1
0301_2018,2018,,,,,0,0,1
0302_2010,2010,MILCO,13.6719,4.0039,0.54741,1,0,0
0302_2018,2018,,,,,0,0,1
0303_2010,2010,,,,,0,0,1
0303_2018,2018,,,,,0,0,1
0304_2010,2010,,,,,0,0,1
0304_2018,2018,,,,,0,0,1
0305_2010,2010,MILCO,7.4219,3.0273,0.22469,1,0,0
0305_2018,2018,,,,,0,0,1
0306_2010,2010,,,,,0,0,1
0306_2018,2018,,,,,0,0,1
0307_2010,2010,MILCO,6.0547,2.5391,0.15373,1,0,0
0307_2018,2018,,,,,0,0,1
0308_2010,2010,,,,,0,0,1
0308_2018,2018,,,,,0,0,1
0309_2010,2010,,,,,0,0,1
0309_2018,2018,,,,,0,0,1
0310_2010,2010,,,,,0,0,1
0310_2018,2018,,,,,0,0,1
0311_2010,2010,,,,,0,0,1
0311_2018,2018,,,,,0,0,1
0312_2010,2010,,,,,0,0,1
0312_2018,2018,,,,,0,0,1
0313_2010,2010,NOMBO,5.5288,2.524,0.13955,0,1,0
0313_2018,2018,,,,,0,0,1
0314_2010,2010,NOMBO,5.4688,2.5391,0.13885,0,1,0
0314_2018,2018,,,,,0,0,1
0315_2010,2010,NOMBO,5.4688,2.5391,0.13885,1,1,0
0315_2010,2010,MILCO,5.3711,2.832,0.15211,1,1,0
0315_2018,2018,,,,,0,0,1
0316_2010,2010,NOMBO,5.5288,2.524,0.13955,1,1,0
0316_2010,2010,MILCO,5.4087,2.8846,0.15602,1,1,0
0316_2018,2018,,,,,0,0,1
0317_2010,2010,NOMBO,14.8438,2.5391,0.37689,0,1,0
0317_2018,2018,,,,,0,0,1
0318_2010,2010,NOMBO,14.9038,2.524,0.37618,0,1,0
0318_2018,2018,,,,,0,0,1
0319_2010,2010,,,,,0,0,1
0319_2018,2018,NOMBO,6.4453,8.3008,0.53501,0,1,0
0320_2010,2010,,,,,0,0,1
0320_2018,2018,NOMBO,6.4904,8.2933,0.53827,0,1,0
0321_2010,2010,,,,,0,0,1
0321_2018,2018,,,,,0,0,1
0322_2010,2010,MILCO,7.0312,4.2969,0.30212,1,0,0
0322_2018,2018,,,,,0,0,1
0323_2010,2010,,,,,0,0,1
0323_2018,2018,,,,,0,0,1
0324_2010,2010,MILCO,5.6641,2.832,0.16041,1,1,0
0324_2010,2010,NOMBO,10.0586,3.7109,0.37327,1,1,0
0324_2018,2018,NOMBO,3.0273,6.4453,0.19512,0,1,0
0325_2010,2010,MILCO,5.649,2.8846,0.16295,1,1,0
0325_2010,2010,NOMBO,10.0962,3.726,0.37618,1,1,0
0325_2018,2018,NOMBO,3.0048,6.4904,0.19502,0,1,0
0326_2010,2010,,,,,0,0,1
0326_2018,2018,,,,,0,0,1
0327_2010,2010,NOMBO,14.7461,4.2969,0.63362,0,1,0
0327_2018,2018,,,,,0,0,1
0328_2010,2010,NOMBO,14.7837,4.3269,0.63968,0,1,0
0328_2018,2018,MILCO,2.0508,1.9531,0.04005,1,0,0
0329_2010,2010,,,,,0,0,1
0329_2018,2018,MILCO,2.0433,1.9231,0.03929,1,0,0
0330_2010,2010,,,,,0,0,1
0330_2018,2018,MILCO,3.418,2.0508,0.0701,1,0,0
0331_2010,2010,,,,,0,0,1
0331_2018,2018,MILCO,3.418,2.0508,0.0701,2,0,0
0331_2018,2018,MILCO,4.9805,1.9531,0.09727,2,0,0
0332_2010,2010,,,,,0,0,1
0332_2018,2018,MILCO,4.9279,1.9231,0.09477,2,0,0
0332_2018,2018,MILCO,3.125,2.1635,0.06761,2,0,0
0333_2010,2010,,,,,0,0,1
0333_2018,2018,MILCO,4.9805,1.9531,0.09727,2,0,0
0333_2018,2018,MILCO,3.125,2.1484,0.06714,2,0,0
0334_2010,2010,,,,,0,0,1
0334_2018,2018,MILCO,3.125,2.1484,0.06714,1,0,0
0335_2010,2010,,,,,0,0,1
0335_2018,2018,MILCO,3.125,2.1635,0.06761,1,0,0
0336_2010,2010,,,,,0,0,1
0336_2018,2018,MILCO,2.2461,2.6367,0.05922,2,0,0
0336_2018,2018,MILCO,2.5391,1.3672,0.03471,2,0,0
0337_2010,2010,,,,,0,0,1
0337_2018,2018,MILCO,2.5391,1.0742,0.02728,1,0,0
0338_2010,2010,MILCO,5.4087,2.524,0.13652,1,0,0
0338_2018,2018,,,,,0,0,1
0339_2010,2010,MILCO,5.3711,2.5391,0.13638,1,0,0
0339_2018,2018,,,,,0,0,1
0340_2010,2010,,,,,0,0,1
0340_2018,2018,MILCO,3.6058,1.2019,0.04334,1,0,0
0341_2010,2010,,,,,0,0,1
0341_2018,2018,MILCO,3.6133,1.1719,0.04234,1,0,0
0342_2010,2010,MILCO,6.9712,2.6442,0.18433,1,0,0
0342_2018,2018,MILCO,3.418,3.0273,0.10347,1,0,0
0343_2010,2010,MILCO,7.0312,2.6367,0.18539,1,0,0
0343_2018,2018,MILCO,3.3654,3.0048,0.10112,1,0,0
0344_2010,2010,,,,,0,0,1
0344_2018,2018,NOMBO,10.0586,3.5156,0.35362,1,1,0
0344_2018,2018,MILCO,3.6133,1.6602,0.05999,1,1,0
0345_2010,2010,,,,,0,0,1
0345_2018,2018,NOMBO,10.0962,3.4856,0.35191,1,1,0
0345_2018,2018,MILCO,3.6058,1.6827,0.06067,1,1,0
0346_2018,2018,,,,,0,0,1
0347_2018,2018,,,,,0,0,1
0348_2018,2018,,,,,0,0,1
0349_2018,2018,,,,,0,0,1
0350_2018,2018,,,,,0,0,1
0351_2018,2018,,,,,0,0,1
0352_2018,2018,,,,,0,0,1
0353_2018,2018,,,,,0,0,1
0354_2018,2018,,,,,0,0,1
0355_2018,2018,,,,,0,0,1
0356_2018,2018,,,,,0,0,1
0357_2018,2018,,,,,0,0,1
0358_2018,2018,MILCO,8.3984,2.9297,0.24605,3,0,0
0358_2018,2018,MILCO,2.2461,1.6602,0.03729,3,0,0
0358_2018,2018,MILCO,4.4922,1.7578,0.07896,3,0,0
0359_2018,2018,MILCO,8.4135,2.8846,0.2427,3,0,0
0359_2018,2018,MILCO,2.2837,1.6827,0.03843,3,0,0
0359_2018,2018,MILCO,4.4471,1.8029,0.08018,3,0,0
0360_2018,2018,,,,,0,0,1
0361_2018,2018,,,,,0,0,1
0362_2018,2018,MILCO,2.3438,1.4648,0.03433,1,0,0
0363_2018,2018,MILCO,2.4038,2.8846,0.06934,1,0,0
0364_2018,2018,MILCO,2.3438,2.832,0.06638,1,0,0
0365_2018,2018,NOMBO,12.2596,75.8413,9.29786,2,1,0
0365_2018,2018,MILCO,3.125,1.4423,0.04507,2,1,0
0365_2018,2018,MILCO,13.4615,2.4038,0.32359,2,1,0
0366_2018,2018,NOMBO,12.207,75.8789,9.26256,2,1,0
0366_2018,2018,MILCO,3.125,1.4648,0.04578,2,1,0
0366_2018,2018,MILCO,13.4766,2.4414,0.32902,2,1,0
0367_2018,2018,MILCO,14.1602,2.9297,0.41485,2,0,0
0367_2018,2018,MILCO,0.0005,0.0031,0.0,2,0,0
0368_2018,2018,MILCO,14.1602,2.9297,0.41485,2,0,0
0368_2018,2018,MILCO,3.125,0.9766,0.03052,2,0,0
0369_2018,2018,MILCO,1.8555,2.4414,0.0453,1,0,0
0370_2018,2018,MILCO,1.8029,2.4038,0.04334,1,0,0
0371_2018,2018,MILCO,1.8555,2.4414,0.0453,1,0,0
0372_2018,2018,,,,,0,0,1
0373_2018,2018,MILCO,3.2227,1.6602,0.0535,1,0,0
0374_2018,2018,MILCO,3.2452,1.6827,0.05461,1,0,0
0375_2018,2018,MILCO,3.2227,1.6602,0.0535,1,0,0
0376_2018,2018,MILCO,3.418,1.6602,0.05674,1,0,0
0377_2018,2018,MILCO,3.3654,1.6827,0.05663,1,0,0
0378_2018,2018,MILCO,3.418,1.6602,0.05674,1,0,0
0379_2018,2018,MILCO,3.3654,1.6827,0.05663,1,0,0
0380_2018,2018,,,,,0,0,1
0381_2018,2018,,,,,0,0,1
0382_2018,2018,,,,,0,0,1
0383_2018,2018,,,,,0,0,1
0384_2018,2018,,,,,0,0,1
0385_2018,2018,,,,,0,0,1
0386_2018,2018,,,,,0,0,1
0387_2018,2018,MILCO,4.4922,1.9531,0.08774,1,0,0
0388_2018,2018,MILCO,4.4471,1.9231,0.08552,1,0,0
0389_2018,2018,MILCO,4.4922,1.9531,0.08774,1,0,0
0390_2018,2018,,,,,0,0,1
0391_2018,2018,,,,,0,0,1
0392_2018,2018,,,,,0,0,1
0393_2018,2018,,,,,0,0,1
0394_2018,2018,,,,,0,0,1
0395_2018,2018,,,,,0,0,1
0396_2018,2018,,,,,0,0,1
0397_2018,2018,,,,,0,0,1
0398_2018,2018,,,,,0,0,1
0399_2018,2018,,,,,0,0,1
0400_2018,2018,,,,,0,0,1
0401_2018,2018,,,,,0,0,1
0402_2018,2018,,,,,0,0,1
0403_2018,2018,,,,,0,0,1
0404_2018,2018,MILCO,2.2461,1.2695,0.02851,1,1,0
0404_2018,2018,NOMBO,3.125,2.1484,0.06714,1,1,0
0405_2018,2018,,,,,0,0,1
0406_2018,2018,,,,,0,0,1
0407_2018,2018,,,,,0,0,1
0408_2018,2018,,,,,0,0,1
0409_2018,2018,,,,,0,0,1
0410_2018,2018,,,,,0,0,1
0411_2018,2018,,,,,0,0,1
0412_2018,2018,MILCO,2.0433,1.8029,0.03684,1,0,0
0413_2018,2018,MILCO,2.0508,1.7578,0.03605,1,0,0
0414_2018,2018,NOMBO,6.1523,1.9531,0.12016,0,1,0
0415_2018,2018,NOMBO,6.1298,1.9231,0.11788,0,1,0
0416_2018,2018,,,,,0,0,1
0417_2018,2018,,,,,0,0,1
0418_2018,2018,,,,,0,0,1
0419_2018,2018,,,,,0,0,1
0420_2018,2018,,,,,0,0,1
0421_2018,2018,,,,,0,0,1
0422_2018,2018,,,,,0,0,1
0423_2018,2018,,,,,0,0,1
0424_2018,2018,,,,,0,0,1
0425_2018,2018,,,,,0,0,1
0426_2018,2018,NOMBO,5.2885,2.4038,0.12713,0,1,0
0427_2018,2018,NOMBO,5.2734,2.3438,0.1236,0,1,0
0428_2018,2018,MILCO,3.125,1.8555,0.05798,1,0,0
0429_2018,2018,MILCO,3.125,1.8029,0.05634,1,0,0
0430_2018,2018,,,,,0,0,1
0431_2018,2018,,,,,0,0,1
0432_2018,2018,,,,,0,0,1
0433_2018,2018,,,,,0,0,1
0434_2018,2018,NOMBO,6.0096,1.4423,0.08668,1,1,0
0434_2018,2018,MILCO,2.0433,1.3221,0.02701,1,1,0
0435_2018,2018,NOMBO,5.957,1.4648,0.08726,1,1,0
0435_2018,2018,MILCO,2.0508,1.2695,0.02604,1,1,0
0436_2018,2018,MILCO,2.0508,1.2695,0.02604,1,0,0
0437_2018,2018,MILCO,2.0433,1.3221,0.02701,1,0,0
0438_2018,2018,,,,,0,0,1
0439_2018,2018,,,,,0,0,1
0440_2018,2018,NOMBO,2.9297,1.9531,0.05722,0,1,0
0441_2018,2018,MILCO,1.5625,2.4414,0.03815,2,0,0
0441_2018,2018,MILCO,2.5391,1.7578,0.04463,2,0,0
0442_2018,2018,MILCO,1.5625,2.4038,0.03756,2,0,0
0442_2018,2018,MILCO,2.524,1.8029,0.04551,2,0,0
0443_2018,2018,MILCO,2.524,1.8029,0.04551,1,0,0
0444_2018,2018,MILCO,2.5391,1.7578,0.04463,1,0,0
0445_2018,2018,MILCO,2.0433,2.0433,0.04175,1,0,0
0446_2018,2018,,,,,0,0,1
0447_2018,2018,,,,,0,0,1
0448_2018,2018,,,,,0,0,1
0449_2018,2018,MILCO,2.7644,2.1635,0.05981,1,0,0
0450_2018,2018,,,,,0,0,1
0451_2018,2018,MILCO,3.6058,1.2019,0.04334,1,0,0
0452_2018,2018,NOMBO,6.0096,4.3269,0.26003,0,1,0
0453_2018,2018,NOMBO,5.1683,3.8462,0.19878,0,1,0
0454_2018,2018,NOMBO,15.9856,8.5337,1.36415,0,1,0
0455_2018,2018,MILCO,3.8462,2.8846,0.11095,2,0,0
0455_2018,2018,MILCO,5.1683,1.6827,0.08697,2,0,0
0456_2018,2018,NOMBO,15.8654,8.774,1.39203,0,1,0
0457_2018,2018,NOMBO,15.7452,6.9712,1.09762,0,1,0
0458_2018,2018,NOMBO,21.5144,11.2981,2.43072,0,2,0
0458_2018,2018,NOMBO,20.5529,11.4183,2.34678,0,2,0
0459_2018,2018,NOMBO,8.774,4.2067,0.3691,0,1,0
0460_2018,2018,NOMBO,25.7212,13.8221,3.55521,0,3,0
0460_2018,2018,NOMBO,9.6154,3.0048,0.28892,0,3,0
0460_2018,2018,NOMBO,6.7308,3.3654,0.22652,0,3,0
0461_2018,2018,NOMBO,6.9712,3.8462,0.26812,0,2,0
0461_2018,2018,NOMBO,11.1779,7.5721,0.8464,0,2,0
0462_2018,2018,NOMBO,31.1298,14.4231,4.48988,0,1,0
0463_2018,2018,NOMBO,17.7885,9.7356,1.73181,0,2,0
0463_2018,2018,NOMBO,9.976,3.4856,0.34772,0,2,0
0464_2018,2018,MILCO,6.25,2.4038,0.15024,1,0,0
0465_2018,2018,,,,,0,0,1
0466_2018,2018,,,,,0,0,1
0467_2018,2018,,,,,0,0,1
0468_2018,2018,,,,,0,0,1
0469_2018,2018,,,,,0,0,1
0470_2018,2018,,,,,0,0,1
0471_2018,2018,,,,,0,0,1
0472_2018,2018,,,,,0,0,1
0473_2018,2018,,,,,0,0,1
0474_2018,2018,,,,,0,0,1
0475_2018,2018,,,,,0,0,1
0476_2018,2018,,,,,0,0,1
0477_2018,2018,,,,,0,0,1
0478_2018,2018,,,,,0,0,1
0479_2018,2018,,,,,0,0,1
0480_2018,2018,,,,,0,0,1
0481_2018,2018,NOMBO,3.726,2.7644,0.103,0,1,0
0482_2018,2018,,,,,0,0,1
0483_2018,2018,,,,,0,0,1
0484_2018,2018,,,,,0,0,1
0485_2018,2018,,,,,0,0,1
0486_2018,2018,,,,,0,0,1
0487_2018,2018,,,,,0,0,1
0488_2018,2018,,,,,0,0,1
0489_2018,2018,,,,,0,0,1
0490_2018,2018,,,,,0,0,1
0491_2018,2018,,,,,0,0,1
0492_2018,2018,,,,,0,0,1
0493_2018,2018,,,,,0,0,1
0494_2018,2018,,,,,0,0,1
0495_2018,2018,,,,,0,0,1
0496_2018,2018,,,,,0,0,1
0497_2018,2018,,,,,0,0,1
0498_2018,2018,,,,,0,0,1
0499_2018,2018,,,,,0,0,1
0500_2018,2018,,,,,0,0,1
0501_2018,2018,,,,,0,0,1
0502_2018,2018,,,,,0,0,1
0503_2018,2018,,,,,0,0,1
0504_2018,2018,,,,,0,0,1
0505_2018,2018,,,,,0,0,1
0506_2018,2018,,,,,0,0,1
0507_2018,2018,,,,,0,0,1
0508_2018,2018,,,,,0,0,1
0509_2018,2018,,,,,0,0,1
0510_2018,2018,MILCO,2.4038,1.3221,0.03178,1,0,0
0511_2018,2018,,,,,0,0,1
0512_2018,2018,,,,,0,0,1
0513_2018,2018,,,,,0,0,1
0514_2018,2018,,,,,0,0,1
0515_2018,2018,,,,,0,0,1
0516_2018,2018,,,,,0,0,1
0517_2018,2018,MILCO,1.8029,1.2019,0.02167,2,0,0
0517_2018,2018,MILCO,3.3654,2.4038,0.0809,2,0,0
0518_2018,2018,,,,,0,0,1
0519_2018,2018,,,,,0,0,1
0520_2018,2018,,,,,0,0,1
0521_2018,2018,MILCO,2.4038,1.8029,0.04334,1,0,0
0522_2018,2018,,,,,0,0,1
0523_2018,2018,,,,,0,0,1
0524_2018,2018,,,,,0,0,1
0525_2018,2018,,,,,0,0,1
0526_2018,2018,,,,,0,0,1
0527_2018,2018,,,,,0,0,1
0528_2018,2018,,,,,0,0,1
0529_2018,2018,,,,,0,0,1
0530_2018,2018,,,,,0,0,1
0531_2018,2018,,,,,0,0,1
0532_2018,2018,,,,,0,0,1
0533_2018,2018,,,,,0,0,1
0534_2018,2018,,,,,0,0,1
0535_2018,2018,,,,,0,0,1
0536_2018,2018,,,,,0,0,1
0537_2018,2018,,,,,0,0,1
0538_2018,2018,,,,,0,0,1
0539_2018,2018,,,,,0,0,1
0540_2018,2018,,,,,0,0,1
0541_2018,2018,,,,,0,0,1
0542_2018,2018,,,,,0,0,1
0543_2018,2018,,,,,0,0,1
0544_2018,2018,,,,,0,0,1
0545_2018,2018,,,,,0,0,1
0546_2018,2018,,,,,0,0,1
0547_2018,2018,,,,,0,0,1
0548_2018,2018,,,,,0,0,1
0549_2018,2018,,,,,0,0,1
0550_2018,2018,,,,,0,0,1
0551_2018,2018,,,,,0,0,1
0552_2018,2018,,,,,0,0,1
0553_2018,2018,,,,,0,0,1
0554_2018,2018,,,,,0,0,1
0555_2018,2018,,,,,0,0,1
0556_2018,2018,,,,,0,0,1
0557_2018,2018,,,,,0,0,1
0558_2018,2018,,,,,0,0,1
0559_2018,2018,,,,,0,0,1
0560_2018,2018,,,,,0,0,1
0561_2018,2018,,,,,0,0,1
0562_2018,2018,,,,,0,0,1
0563_2018,2018,,,,,0,0,1
0564_2018,2018,,,,,0,0,1
